"draw","transmission_row","coverage","ve","delivery","delay_weeks","hosp_rate","cfr_hosp_band_1","cfr_hosp_band_2","cfr_hosp_band_3","cfr_hosp_band_4","cfr_hosp_band_5","cfr_hosp_band_6","cfr_hosp_band_7","cfr_hosp_band_8","cfr_hosp_band_9","cfr_nonhosp_band_1","cfr_nonhosp_band_2","cfr_nonhosp_band_3","cfr_nonhosp_band_4","cfr_nonhosp_band_5","cfr_nonhosp_band_6","cfr_nonhosp_band_7","cfr_nonhosp_band_8","cfr_nonhosp_band_9","dw_mild_mod","dw_severe","dw_chronic","dur_mild_mod","dur_severe","dur_subacute","dur_chronic","life_expectancy_band_1","life_expectancy_band_2","life_expectancy_band_3","life_expectancy_band_4","life_expectancy_band_5","life_expectancy_band_6","life_expectancy_band_7","life_expectancy_band_8","life_expectancy_band_9","rec_acute_u40","rec_acute_o40","rec_subacute_u40","rec_subacute_o40","rec_chronic_u40","rec_chronic_o40"
11,182,0.38876895414134,0.982909385102473,0.0981930960007076,1,0.0425555248752638,0.0167927524602649,0.017648563393319,0.0169997992480132,0.0199504760208339,0.0241152206012574,0.0255363560959736,0.0457407703926327,0.108691614684804,0.190666720898673,0.000313258049491427,0.000113847595418086,2.8607767072977e-05,0.000160935322171553,2.07429881331447e-05,0.000175775343558571,0.000434664725260062,0.000680561314969471,0.00371790921158242,0.0582370573529976,0.145299989752809,0.473739775454781,0.0141130852595445,0.0257771281048414,0.0768955594540969,0.519138760858473,71.3925966425848,63.8014950337523,52.4418341803368,40.4550129039125,32.1423883187176,25.0752197260766,19.0570561067731,12.5792964035495,6.58420718724797,0.419479907071136,0.326858730144969,0.296378495226287,0.275709119185097,0.275718551437013,0.388020652134566
12,718,0.37294682466657,0.980936627845437,0.106670138274328,2,0.0440834809046574,0.0212281606255026,0.0154337114093096,0.0172980866283821,0.0205169927269694,0.0240292641825189,0.0272895230578031,0.0448220997329955,0.109560568187385,0.191830067623972,0.000232283312007165,7.77411999074151e-05,8.65061513245341e-05,0.000186219836383302,0.000102205045756321,0.000184613175864221,0.000272018433667739,0.0010123621200025,0.00342815501852779,0.0436095403275462,0.171026347995788,0.229725528151192,0.0751073940607045,0.0251683917506027,0.0647152788844834,0.527877790560481,62.1067586060271,58.8780953495783,53.416166038777,41.0785944386943,33.2461793692748,25.9019105655118,17.477467814081,10.1158623885591,6.59488713019472,0.426231766340768,0.346513891173667,0.29258093572958,0.279379117025209,0.275703090041215,0.36551580264771
13,783,0.319453977332725,0.961647689788352,0.1098531039042,2,0.0435107906369934,0.0201776268782454,0.0161575632333811,0.0157177241570423,0.0190724008480826,0.0207237767668381,0.0266672207242599,0.0448891219653727,0.10652651064756,0.191560285548631,0.000312754563441608,7.1392627557454e-05,3.04956891049917e-05,0.000144958293320369,1.43297391838872e-05,0.000228793175109927,0.000392084845483251,0.000988567689840804,0.00375926030491576,0.042504147739305,0.184744856886207,0.289695566702114,0.0333515424513739,0.0157679762414748,0.138758026325927,0.498406033287175,72.6661172194057,61.5879339144203,55.889123036978,39.6391878023133,34.5457362093208,26.7614268164772,16.1050649556605,11.3574426313949,5.61504288043908,0.411218797481385,0.340625546157637,0.293976346727208,0.272993646329624,0.298760539403111,0.383299736599163
14,150,0.255337657469196,0.989869052508777,0.0935984724865068,1,0.0364070651553134,0.0125811277511543,0.0158490816372365,0.017998313936873,0.0174944363714857,0.024134203972804,0.0253774810839617,0.0465420525899808,0.104836422241963,0.186467068358892,0.000181370890348589,0.000130989604453344,1.80657934662282e-05,0.000104921727688985,1.83513374076968e-05,0.000208558623681226,0.000330201113244323,0.000826834871280878,0.0038046513688427,0.0496508582151078,0.130299544707242,0.186479472576869,0.0215618319398712,0.0387141934490236,0.0592327513793038,0.444625301207175,74.352401953735,65.3608288373215,52.0020445172959,44.3077293138182,35.2802013459532,24.3012243320157,19.1889190963815,11.0725467328408,6.4370543208589,0.443730228470758,0.35961722536152,0.293575508311411,0.286641385637654,0.281628170343993,0.368301040959871
15,961,0.296976088382649,0.977268556683885,0.0958648235481293,2,0.0440662235488104,0.0152573959118244,0.0157032404748492,0.0188236061763071,0.0185842209603745,0.0239931116374237,0.0271162448442662,0.0469259566798493,0.108508825521816,0.183976737962556,0.000205193665358163,7.12737491740923e-05,3.67539801933267e-05,6.18263983456922e-05,3.04976389561997e-05,0.000256376182842749,0.000304529708469672,0.00114850819847872,0.00342623460100826,0.0363326704207598,0.125977738040615,0.162482866398338,0.0151111937922447,0.0115899905616432,0.0617547014140525,0.578497762070844,73.6117352150461,62.3656861774885,55.8457034186573,41.0661287069869,32.5131874871997,26.1840871016574,16.541052118219,11.2195002047135,5.57867950393965,0.39385072483309,0.350263421247903,0.294485721690128,0.286436102703493,0.273919881072703,0.37200730846364
16,439,0.221945430761035,0.987298046081319,0.101132683408229,1,0.0384208453127078,0.0188489210520698,0.014860885979348,0.0172998710880379,0.0186332253145534,0.0229489102504149,0.0268385164959864,0.0455788544850668,0.107644939117962,0.188087755007313,0.000416476734544321,0.000117691288969946,2.45897075288911e-05,5.82317379956131e-05,4.5150881983128e-05,0.000349358994405099,0.000350967733975425,0.00085785599618424,0.00352892362747384,0.0604593165531835,0.131226305515231,0.346548377594428,0.00583904714276557,0.0151470667213628,0.226738070168684,0.510824632967419,72.9722151553109,61.5259546369799,48.3691758300029,41.7696221914236,33.7780381694933,23.4333435689596,16.2269005256463,10.3154671490097,5.98923433774216,0.407508298748637,0.341062204715782,0.297457126618514,0.278534829424465,0.270539234914808,0.386981703867626
17,919,0.356253119512265,0.981855940231037,0.0983174774651841,2,0.0430590746490529,0.0181157746620267,0.0150942976206778,0.0170239411676101,0.0175927179684099,0.0224567519069497,0.0272193904893201,0.0459409805164471,0.107150037695901,0.187497428501646,0.000261689926020249,8.50828590158557e-05,2.68011002070588e-05,9.38514009644535e-05,5.29007611467116e-05,0.000207835529134438,0.000408814559790419,0.000979135321508107,0.00378978188253843,0.0387201258871138,0.11476426216898,0.28787341781973,0.0134440650160011,0.0253050927080613,0.0920780079063825,0.593094111544432,73.2789489037602,62.0309996057839,48.9135488650404,42.3463574335874,32.277372614894,24.6323737174251,18.1654147705596,11.5360548197111,6.0526515727582,0.419332631532572,0.315309319561239,0.291883120483704,0.28236911867983,0.280262862788618,0.374859950400264
18,956,0.377961622027352,0.974810617879217,0.0939515519898744,2,0.0352030556369069,0.0176092936248813,0.0147385047479962,0.0184806650822934,0.020278254784052,0.0224181280094919,0.0273843930515452,0.0463828080372144,0.106874115893881,0.187442022013208,0.000377901119365002,8.91961689948026e-05,6.82112717129791e-05,0.000113326846351802,0.000108080755421603,0.000164877273290853,0.000436762739286124,0.00122506167416678,0.00449364235591076,0.0552255526717286,0.136132680060551,0.140339214530116,0.0384723301023785,0.0159833801778416,0.219002192297192,0.574920822475101,68.9734075258556,59.2503610919246,53.1487292394806,46.1343672038515,34.248262956806,26.3036838782799,16.5557618054381,10.3835082610559,5.61359093678465,0.404838293095823,0.342350773672236,0.29598657305368,0.280181581582124,0.275876297342541,0.380402399023352
19,797,0.28853383954269,0.985783410918863,0.101215215565204,1,0.0398962263900746,0.0212894664505436,0.0154170626111755,0.0169617067599023,0.0186649503202964,0.0230919729608552,0.0284677037635938,0.0440366236423678,0.108034931976597,0.188726655726164,0.000327726369911822,0.000113264275610116,1.98371029156233e-05,6.52605551512197e-05,5.11667251493296e-05,0.000176740734312124,0.000453930050883499,0.00110684878779612,0.0038091284985075,0.0464242190797716,0.156894384899339,0.207025938661856,0.0147790143679101,0.0223596840570141,0.151397029027178,0.536949638522677,69.8838984358799,61.1741255809322,52.4732898901999,46.4700165115245,31.2995981415866,23.3029470718673,16.6763973025769,10.2747440632023,6.29876700663751,0.400986528159673,0.32516492717161,0.296616040189943,0.278752494290186,0.281854744161003,0.36692735861583
20,193,0.2698561165148,0.989467254065441,0.099642889573508,2,0.0453485584931298,0.0157939569921024,0.015889695106061,0.0177546402896657,0.018632043667687,0.0246790828529926,0.0276651417489988,0.0466200425539497,0.110348608260345,0.18856538724623,0.000160692504620482,9.16648805259062e-05,2.11000987555397e-05,0.000103403797269575,4.03657800244989e-05,0.000194890409486341,0.00040611737297438,0.000879623809650903,0.0053820460662443,0.0378227018604456,0.107699694308157,0.550004036296425,0.0168942953897729,0.029855216463254,0.0850620752524462,0.559951065619079,70.6505892590433,60.5755871762681,53.557765750458,44.7580014713539,33.6751365186182,25.2391371242553,18.8696539445671,10.7852861228755,5.70480359897355,0.414827048522238,0.337787034365732,0.295390582295275,0.268895597302279,0.306751112702803,0.368096335173297
21,598,0.24479074182902,0.979638480495294,0.095570733155812,3,0.0430915096597873,0.0204792989689755,0.0158554548037809,0.0172740458879502,0.0188396541037246,0.0233857302923196,0.0252605824506771,0.0452018778900128,0.106055458750813,0.189190490176643,0.000214640585372719,6.81453129166367e-05,3.35003603167584e-05,0.000156850915241789,5.42829457997194e-05,0.000122274346444273,0.000311434413319526,0.000840474642846462,0.00377831575923146,0.0353299681400662,0.161651014271414,0.401879831798784,0.0279756439377333,0.0137870062202476,0.0630249022100507,0.492179913572006,81.0019961765252,57.6039879786606,53.0926405460033,46.3759501205664,34.307130980057,26.9830620726422,16.3150670046274,10.9956066149534,6.01428658954407,0.427735082693365,0.3381042968875,0.292289188671841,0.277176682931462,0.274430163496802,0.400498796602236
22,58,0.273095586367115,0.987991478393544,0.099238416022952,3,0.0470995644776486,0.0159840023688275,0.0147804459243264,0.0184351724913536,0.0177862499828844,0.0229943534643208,0.0256197043732969,0.0470508447509631,0.106827883425114,0.187067074923095,0.000573511400106678,0.000102376776327887,1.85697563594665e-05,9.34566446170667e-05,3.85435977968595e-05,0.000209173802653522,0.000349961766338668,0.00153004274075395,0.00411176088460204,0.0438524612757986,0.101166082795917,0.258291474249727,0.00286542364841969,0.0262928030184258,0.0804695631241414,0.597431023803518,70.929164986475,59.5224577316873,49.9794966724498,44.2057807388962,35.9055214853756,25.7544585719364,16.9917740435301,11.3732412916176,6.19595743311999,0.401913085281562,0.3306863939523,0.297628561889613,0.28301057979967,0.282175009534021,0.359855387495962
23,999,0.22628388809638,0.980259185170267,0.101956071692705,3,0.0459109237140365,0.0184402395232235,0.0179733882316233,0.0182996344313847,0.0208008090349737,0.0219892220612724,0.0270503988443884,0.046097150289887,0.111563950220166,0.187028152678575,0.000463958622323188,0.000103787518845429,0.000107683467675553,6.20649571144938e-05,1.37699276855723e-05,0.000248932581202096,0.000504769279699584,0.00117673805075214,0.00540097001289874,0.0548813223292638,0.129081208359817,0.418138007225452,0.0146059972677762,0.0241444751368336,0.263236873505216,0.568813845352846,77.3340967308926,60.0479718337175,49.9208825284423,41.7152841357645,31.6652401280944,25.1176027083027,15.8791490710688,11.6786255713658,5.73706283827529,0.392348475526159,0.350364167861276,0.294538560639874,0.286019060314444,0.311210477184627,0.370593053299043
24,842,0.256402688942772,0.981437534312775,0.0986399076886487,3,0.036640237126653,0.0207734163778255,0.0150733494370231,0.0190582419103851,0.0203074933997361,0.0239530705214517,0.0273518498441551,0.0455054622544727,0.109064663120923,0.183348152848893,0.00022011461660635,0.000115624526387156,4.06811402589769e-05,0.000161720741106618,6.55805961838101e-05,0.000270052026799463,0.000401569381263687,0.00125908565053509,0.00390810343677584,0.0440919730569071,0.163225294040842,0.177030597231268,0.0247849508668755,0.0369274104030782,0.0599904126701602,0.493799831256674,68.1698835727457,64.2616933753035,53.5274289702847,46.3974303428038,35.0489517069077,23.6353847404197,18.2367959143179,10.8809683167017,6.46736524588195,0.427230928957605,0.341433785426945,0.291264475113122,0.28194223120548,0.272539184207459,0.372921353301528
25,933,0.325204421348138,0.979942240220275,0.100055519256353,2,0.0331836505454884,0.0176045614377468,0.0180411226832774,0.0180130664725704,0.0173625799231476,0.0231391370505139,0.0271951118123724,0.0452265638605242,0.108655210237857,0.184008678473526,0.00047024738246194,7.86585985987467e-05,0.000104294529446985,6.9073088740156e-05,2.74620959529628e-05,0.000222199947591544,0.000460728552444958,0.000942198555243318,0.00514448040801644,0.0575896871067585,0.135428929705995,0.376283466351239,0.0463011482739022,0.0136581100717751,0.112895394700001,0.533268332042499,74.4540855967289,64.3736339350876,49.2156527811588,40.0719908153574,34.3306251605972,25.3289834355742,17.1847008175222,11.1218583330234,5.94766181064483,0.405760961034669,0.326963937554585,0.294091406180428,0.283080754011724,0.293985287513368,0.369868552222227
26,792,0.280998167248195,0.985355241600213,0.0989752374814167,2,0.0423040192828436,0.0165921637467167,0.0140943482159598,0.0159466859246905,0.0176207422809269,0.0228667209151653,0.0261593515240138,0.0454347198946668,0.105442781482192,0.189760731680678,0.000290596762354475,7.52460899829343e-05,6.44325430238547e-05,0.000101739622396399,2.67898855289012e-05,0.000274191162160994,0.000275100576488537,0.000946310454128837,0.00414726553674526,0.061257813675103,0.176166684984001,0.191329410193024,0.0113843363512358,0.0144005279574864,0.0895441528499541,0.52600858184443,75.0331776676292,62.9433422073339,55.6718960904101,47.2759446222321,34.6739108544756,24.0592627324957,18.1635801425387,10.7985106131199,6.06131557798535,0.426374082931564,0.333146435340294,0.295061505545996,0.277946527763977,0.289617133964991,0.372568939590127
27,518,0.29370690459399,0.982722402199915,0.101632819992248,2,0.0379603258469557,0.0241931332379006,0.0173240879828188,0.0169934733835777,0.0193567063027481,0.0221965695604247,0.0273222860472023,0.0456702248748295,0.107809864243786,0.19083704623724,0.000213021985013329,0.000182602446072372,2.12442393811764e-05,0.000206744116191271,3.25666551111507e-05,0.000121487167307269,0.000266469032869913,0.000793449267412245,0.00457108745850069,0.0380393966804813,0.152511241068439,0.486148271855424,0.0260048620330043,0.0155779349263975,0.0950146046194559,0.514802241773444,80.6323507551672,62.771704316018,48.4218240421455,42.1858912269639,33.3890191150444,24.6573771417432,16.7427738631237,11.5811843410866,5.88017796027659,0.416065149886413,0.322013992019227,0.29132076281266,0.278204359861757,0.257060225480065,0.358982694949743
28,744,0.320304827891901,0.986123062134459,0.0991000985119056,2,0.0357441497772793,0.0225205830286046,0.0137205668839698,0.0167366500723061,0.0183156274509076,0.0230864424185529,0.0255756027167266,0.0465649505395749,0.106862376944062,0.184621856975246,0.000362518459571207,0.00018335886958396,5.81200797502922e-05,0.000148111253441482,2.28862651183372e-05,0.000203731362613832,0.000346896014772261,0.000932443102694238,0.00402510380158358,0.0377362334729378,0.123635267177434,0.278364205827279,0.048947012672238,0.0218739524730654,0.0705301522023096,0.50993673249614,77.7449449400815,61.7741721150094,50.5467996099409,40.9400631710182,30.419046532943,25.6669931700103,17.8735569973727,11.1879028417709,6.02156868473772,0.423380442011333,0.342193538542368,0.294263887617104,0.283350326926461,0.297465135581225,0.383250370943097
29,191,0.295360892108733,0.992568786429891,0.103677109158372,3,0.0319579402240584,0.0191023380060722,0.0167884984490433,0.0180595863704028,0.0205655302856073,0.0236451765031822,0.0262742735863576,0.0445535445040164,0.107943040417882,0.184229522121164,0.000336854714637854,0.000105487959656002,2.33284460770355e-05,0.000131177388832623,2.10048724953617e-05,0.000176007585279839,0.000441197407586205,0.000997421686271416,0.00368634383486267,0.0529795252754589,0.111589606625399,0.231201316879533,0.0276720226150818,0.0164609145172412,0.117620776810678,0.514580948828064,75.5116300768377,57.986430228046,51.3283438274998,40.7928953256222,34.752672117499,25.4958878801851,15.8932837746565,10.7125841259948,6.02033537852035,0.421226717484736,0.332633243728286,0.298511077977698,0.284177746846969,0.297372715013473,0.378286515061039
30,168,0.297200826835232,0.991594515683915,0.0959380258372038,1,0.040757463384986,0.0181990539610204,0.0167076595721568,0.0189283163146798,0.0194641555795376,0.0231326010127108,0.0267257661942183,0.0472182533189726,0.106309351766344,0.187804814134285,0.000229476757439399,0.000124935885379353,4.73391492391089e-05,6.93456843141636e-05,1.12703385454347e-05,0.000220730442041268,0.000371319205586796,0.00114115937016432,0.00357797010325694,0.0667317388960982,0.119525820401886,0.192850027667323,0.0221659538394249,0.0129396512197273,0.0579980482364059,0.588944211716634,69.0293386203556,69.102345231493,56.4015899363487,41.2427958179037,29.9032097684197,26.034218907231,17.062985987159,11.5308122678984,6.60901528769797,0.424133510146207,0.335812036055787,0.290033482566208,0.281901973556476,0.287018236109437,0.384750532913368
31,550,0.315018236180387,0.979704035757616,0.1049936534445,3,0.0383960656216965,0.020021566964888,0.0162359563934033,0.0159568291190712,0.0197652336650551,0.02110394747201,0.0266059618569756,0.0452344571610623,0.106957228802501,0.191702757408763,0.000366207185353238,8.74771420854846e-05,8.79763824760125e-06,0.000134226164957607,1.24136201711153e-05,0.000294007058623913,0.00032971047015178,0.00110979502358348,0.00651740810402566,0.0858941248339945,0.156573736885092,0.289223980798319,0.00716561048470922,0.0309174377510966,0.097142914511475,0.640126718668828,75.0130272555712,62.4779641172301,48.4692522697505,41.991547212311,35.4586154912545,24.1254815574033,17.7228450146351,10.5015560886852,5.9338739359251,0.394775453326073,0.342407886007352,0.294184121563847,0.283703327837651,0.280903780614007,0.367129489367073
32,978,0.302098940652916,0.991796223500901,0.0994694376541447,2,0.0427944934574931,0.0137418132681387,0.0172660795892996,0.0167157029232769,0.0189550827822275,0.0243190982573418,0.0265081179601533,0.0456198063501977,0.109662552219885,0.185059891268101,0.000384785893913127,0.000122601145568236,2.99019048079238e-05,0.000124306298072416,2.1794759410718e-05,0.000193223086963021,0.000472976028548486,0.000702953091260293,0.00454586824812057,0.0461733536027479,0.141146992435906,0.31663991257589,0.00678222372577079,0.0236834796207585,0.108704021832176,0.49131646481635,76.5762274352963,62.3318331069444,51.4263217199913,39.3475083996683,33.1106473075993,25.8342763276117,17.1106180517583,10.6533073150945,6.07987582942211,0.424740731584697,0.350879448370784,0.296652789867756,0.272323889800665,0.280768728349835,0.38121725003824
33,146,0.282761102140462,0.988963299818718,0.0966643478554893,2,0.0445895605939148,0.019285127682619,0.0163060262285795,0.0190829142464326,0.0191400639317466,0.0247271197646426,0.0275375787286785,0.0445189356863768,0.105963221834615,0.192379860629096,0.000291514545001644,8.4664054021188e-05,4.42080494863264e-05,8.21599683418902e-05,7.33768897832839e-05,0.000168941644343131,0.000361035200470976,0.000922836982727098,0.0034388408008273,0.0485949889800781,0.102265351749427,0.169858230101154,0.0417050761646571,0.017863541781515,0.0607093993938125,0.529206897302991,69.7656345620432,61.3533688083906,52.0583740769464,40.8869049653599,32.534291227378,24.5173039594941,16.6344004935154,10.4895716585876,6.31604028895596,0.403651403644733,0.369315899522028,0.295106928377239,0.282863392176363,0.286278209999648,0.387909874081211
34,748,0.33107651865407,0.988761932219722,0.103075062385312,2,0.045816407815553,0.0174861857525585,0.0167468619060394,0.0179544772084689,0.0182700588409785,0.0231978659427439,0.0276833258551114,0.045123765999612,0.108182405426555,0.186993519812308,0.000290864879631262,7.22836703320561e-05,3.46638396377264e-05,0.000112543562915297,5.48678972759342e-05,0.000127680223691964,0.000503339070623276,0.00111518069309047,0.00402390747112125,0.0399417548987494,0.120456644188117,0.426871469485022,0.00558834367373848,0.0445429236404642,0.0835682322073762,0.527334244175614,67.6839771667819,54.7070392189674,51.800065140154,45.4442204194952,32.9958435005796,24.7717563726128,14.625908194672,10.2557571481927,5.48907712841909,0.403837368214128,0.378655920494177,0.295394029821962,0.276243626990962,0.280183727509666,0.355117634848945
